commit,refactoring type,description,tool,validation,note
https://github.com/asyml/texar/commit/791e7325a985bc8dd1a213c7cd1b1e888f934074,Move Method,"Location: texar/losses/losses_utils.py
Move Method	package mask_sequences(sequence Any, sequence_length Any, rank Any, dtype Any, time_major Any) : void from class org.texar.losses.losses_utils.PyDummyClass1 to package mask_sequences(sequence Any, sequence_length Any, rank Any, dtype Any, time_major Any) : void from class org.texar.utils.utils.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/794eed1024deaecf3156ec68026d9020142ac778,Add Parameter,"Location: txtgen/models/tsf/ops.py
The parameter(s) ""output_keep_prob""is/are added to the method ""feed_softmax""",PyRef,TP,
https://github.com/asyml/texar/commit/794eed1024deaecf3156ec68026d9020142ac778,Add Parameter,"Location: txtgen/models/tsf/ops.py
The parameter(s) ""output_keep_prob""is/are added to the method ""greedy_softmax""",PyRef,TP,
https://github.com/asyml/texar/commit/794eed1024deaecf3156ec68026d9020142ac778,Add Parameter,"Location: txtgen/models/tsf/ops.py
The parameter(s) ""output_keep_prob""is/are added to the method ""sample_gumbel""",PyRef,TP,
https://github.com/asyml/texar/commit/7a1e0f8b95245653955471b7737262a8487cec8c,Remove Parameter,"Location: txtgen/modules/encoders/rnn_encoders.py/RNNEncoderBase
The parameter(s) ""output_keep_prob"" is/are removed from the method ""__init__"" in the class ""RNNEncoderBase""",PyRef,TP,
https://github.com/asyml/texar/commit/7d15242a47627905dade62249362eb2a81393008,Remove Parameter,"Location: texar/losses/pg_losses_test.py
Remove Parameter	rank : Any in method package _test_sequence_loss(self PGLossesTest, loss_fn Any, actions Any, logits Any, advantages Any, rank Any, batched Any, sequence_length Any) : void from class org.texar.losses.pg_losses_test.PGLossesTest",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/7fa6816897431eda575d8a75cd5d51d8f0541e4c,Remove Parameter,"Location: txtgen/modules/connectors/connectors.py/ForwardConnector
The parameter(s) ""output_keep_prob"" is/are removed from the method ""default_hparams"" in the class ""ForwardConnector""",PyRef,TP,
https://github.com/asyml/texar/commit/830108b4b5f71f1a63cbd97c8131ba1aef4ac56a,Extract Method,"Location: texar/utils/shapes.py
Extract Method	package _mask_sequences_tensor(sequence Any, sequence_length Any, dtype Any, time_major Any, tensor_rank Any) : void extracted from package mask_sequences(sequence Any, sequence_length Any, rank Any, dtype Any, time_major Any) : void in class org.texar.utils.shapes.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/85189c137f8a77fc32d6395149f9f22b8350209a,Add Parameter,"Location: texar/modules/memory/memory_network.py
Add Parameter	memory_size : Any in method package get_default_embed_fn(self MemNetBase, memory_size Any, embed_fn_hparams Any) : void from class org.texar.modules.memory.memory_network.MemNetBase",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/85189c137f8a77fc32d6395149f9f22b8350209a,Add Parameter,"Location: texar/modules/memory/memory_network_test.py
Add Parameter	use_B : Any in method package _test_memory_dim(self MemNetRNNLikeTest, combine_mode Any, soft_memory Any, soft_query Any, use_B Any) : void from class org.texar.modules.memory.memory_network_test.MemNetRNNLikeTest",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/8854a03526f72193a53264246032f7a51bfe0fda,Rename Method,"Location: texar/data/vocabulary.py/Vocab
The method ""vocab_size"" in the class ""Vocab"" is renamed to ""size""",PyRef,TP,
https://github.com/asyml/texar/commit/8927239c1a02b2755e39c879e194f3cb14e1d4a4,Remove Parameter,"Location: txtgen/losses/adv_losses.py
Remove Parameter	vocab_size : Any in method package adversarial_losses(true_data Any, generated_data Any, embedding Any, vocab_size Any, hparams Any) : void from class org.txtgen.losses.adv_losses.PyDummyClass1 Remove Parameter	hparams : Any in method package adversarial_losses(true_data Any, generated_data Any, embedding Any, vocab_size Any, hparams Any) : void from class org.txtgen.losses.adv_losses.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/89b081ed3659557e75c8d95a30d1170ddf53cc88,Add Parameter,"Location: texar/modules/embedders/embedders_test.py
Add Parameter	hparams : Any in method package _test_position_embedder(self EmbedderTest, hparams Any) : void from class org.texar.modules.embedders.embedders_test.EmbedderTest",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/908825d56f4e09ec412efe0323b6a3f6713955cc,Add Parameter,"Location: texar/modules/decoders/transformer_decoders.py
Add Parameter	batch_size : Any in method package _init_cache(self TransformerDecoder, memory Any, memory_attention_bias Any, beam_search_decoding Any, batch_size Any) : void from class org.texar.modules.decoders.transformer_decoders.TransformerDecoder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/9262a00c14949bcf152488270ccb8f001e38d553,Add Parameter,"Location: texar/modules/connectors/connectors.py
Add Parameter	hparams : Any in method package __init__(self ForwardConnector, output_size Any, hparams Any) : void from class org.texar.modules.connectors.connectors.ForwardConnector",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/95529eabba6f76c7b6866f60773dbfcf4713552a,Remove Parameter,"Location: txtgen/core/layers.py
The parameter(s) ""output_keep_prob"" is/are removed from the method ""sinusoid_positional_encoding""",PyRef,TP,
https://github.com/asyml/texar/commit/9610625a1fc6f697d234c5cfc8b532c02880bd01,Rename Method,"Location: txtgen/core/layers.py
The method ""_get_initializer"" is renamed to ""get_initializer""",PyRef,TP,
https://github.com/asyml/texar/commit/9610625a1fc6f697d234c5cfc8b532c02880bd01,Rename Method,"Location: txtgen/core/layers.py
The method ""_get_regularizer"" is renamed to ""get_regularizer""",PyRef,TP,
https://github.com/asyml/texar/commit/971e70fa2abe4ad97c8725211b85ae4624b0d256,Add Parameter,"Location: texar/modules/encoders/hierarchical_encoders.py
Add Parameter	order : Any in method package _build(self HierarchicalRNNEncoder, inputs Any, order Any, medium Any) : void from class org.texar.modules.encoders.hierarchical_encoders.HierarchicalRNNEncoder Add Parameter	medium : Any in method package _build(self HierarchicalRNNEncoder, inputs Any, order Any, medium Any) : void from class org.texar.modules.encoders.hierarchical_encoders.HierarchicalRNNEncoder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/971e70fa2abe4ad97c8725211b85ae4624b0d256,Move Method,"Location: texar/modules/encoders/hierarchical_encoders.py
Move Method	package default_hparams() : void from class org.texar.modules.encoders.hierarchical_encoders.HierarchicalEncoder to package default_hparams() : void from class org.texar.modules.encoders.hierarchical_encoders.HierarchicalRNNEncoder",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/971e70fa2abe4ad97c8725211b85ae4624b0d256,Move Method,"Location: texar/modules/encoders/hierarchical_encoders.py
Move Method	package _build(self HierarchicalEncoder, inputs Any) : void from class org.texar.modules.encoders.hierarchical_encoders.HierarchicalEncoder to package _build(self HierarchicalRNNEncoder, inputs Any, order Any, medium Any) : void from class org.texar.modules.encoders.hierarchical_encoders.HierarchicalRNNEncoder",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/9a3cf2c34248e5e91a87fc8434ab3e893683b549,Change/Rename Parameter,"Location: texar/agents/agent_base.py/AgentBase
The parameter(s) ""next_state"" of the method ""perceive"" in the class ""AgentBase"" is/are changed/renamed to ""next_observation""",PyRef,TP,
https://github.com/asyml/texar/commit/a468f7c489e984ed77cc7742473f22f33c2bd767,Extract Method,"Location: texar/core/optimization.py
Extract Method	package get_static_lr(learning_rate Any, hparams Any) : void extracted from package get_train_op(loss Any, variables Any, optimizer Any, learning_rate Any, global_step Any, increment_global_step Any, hparams Any) : void in class org.texar.core.optimization.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/a468f7c489e984ed77cc7742473f22f33c2bd767,Extract Method,"Location: texar/core/optimization.py
Extract Method	package get_static_lr(learning_rate Any, hparams Any) : void extracted from package get_optimizer(variables Any, learning_rate Any, global_step Any, hparams Any) : void in class org.texar.core.optimization.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/a598bab314fcd5352f70597d3bb8506c47254cc5,Remove Parameter,"Location: texar/modules/decoders/rnn_decoders.py/BasicRNNDecoder
The parameter(s) ""output_keep_prob"" is/are removed from the method ""__init__"" in the class ""BasicRNNDecoder""",PyRef,TP,
https://github.com/asyml/texar/commit/a598bab314fcd5352f70597d3bb8506c47254cc5,Remove Parameter,"Location: texar/modules/decoders/rnn_decoders.py/AttentionRNNDecoder
The parameter(s) ""output_keep_prob"" is/are removed from the method ""__init__"" in the class ""AttentionRNNDecoder""",PyRef,TP,
https://github.com/asyml/texar/commit/a741ef76c939280837c4d5bc874c58fcbe0bb836,Add Parameter,"Location: texar/data/data/data_base.py
Add Parameter	padding_values : Any in method package _make_batch(dataset Any, hparams Any, padded_batch Any, padding_values Any) : void from class org.texar.data.data.data_base.DataBase",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/a8df33d1ba7630845f822234f8e978a3dc3b0970,Add Parameter,"Location: texar/utils/utils.py
Add Parameter	is_token_list : Any in method package strip_special_tokens(str_ Any, strip_pad Any, strip_bos Any, strip_eos Any, is_token_list Any, compat Any) : void from class org.texar.utils.utils.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/a8df33d1ba7630845f822234f8e978a3dc3b0970,Extract Method,"Location: texar/utils/utils.py
Extract Method	package _recur_split(s Any, dtype_as Any) : void extracted from package map_ids_to_strs(ids Any, vocab Any, join Any, strip_pad Any, strip_bos Any, strip_eos Any, compat Any) : void in class org.texar.utils.utils.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/b3b6fc5e9d5f136bbb811a6a1d9774683cd7fea4,Rename Method,"Location: texar/data/q_data/q_mono_text_data.py
The method ""_default_mono_text_dataset_hparams"" is renamed to ""_default_q_mono_text_dataset_hparams""",PyRef,TP,
https://github.com/asyml/texar/commit/b3b6fc5e9d5f136bbb811a6a1d9774683cd7fea4,Rename Method,"Location: texar/data/q_data/q_multi_aligned_data.py
The method ""_default_dataset_hparams"" is renamed to ""_default_q_dataset_hparams""",PyRef,TP,
https://github.com/asyml/texar/commit/b3b6fc5e9d5f136bbb811a6a1d9774683cd7fea4,Rename Method,"Location: texar/data/q_data/q_multi_source_text_data.py
The method ""_default_multi_source_text_dataset_hparams"" is renamed to ""_default_q_multi_source_text_dataset_hparams""",PyRef,TP,
https://github.com/asyml/texar/commit/b3b6fc5e9d5f136bbb811a6a1d9774683cd7fea4,Rename Method,"Location: texar/data/q_data/q_paired_text_data.py
The method ""_default_paired_text_dataset_hparams"" is renamed to ""_default_q_paired_text_dataset_hparams""",PyRef,TP,
https://github.com/asyml/texar/commit/b5b06c0f262413ef62c4bfff996f3189673507b1,Remove Parameter,"Location: texar/core/layers.py
The parameter(s) ""output_keep_prob"" is/are removed from the method ""multihead_attention""",PyRef,CTP,"Conditional true positive: parameters got merged, thus one parameter is removed. As merge parameter is not supported yet, we consider it as CTP"
https://github.com/asyml/texar/commit/b5b06c0f262413ef62c4bfff996f3189673507b1,Remove Parameter,"Location: texar/modules/decoders/transformer_decoders.py/TransformerDecoder
The parameter(s) ""output_keep_prob"" is/are removed from the method ""_build"" in the class ""TransformerDecoder""",PyRef,CTP,"Conditional true positive: parameters got merged, thus one parameter is removed. As merge parameter is not supported yet, we consider it as CTP"
https://github.com/asyml/texar/commit/b5ff61dd4b579d0a2bc4ecc25cc2e250381bbedb,Add Parameter,"Location: texar/modules/decoders/beam_search_decode.py
Add Parameter	tiled_initial_state : Any in method package beam_search_decode(decoder_or_cell Any, embedding Any, start_tokens Any, end_token Any, beam_width Any, initial_state Any, tiled_initial_state Any, output_layer Any, length_penalty_weight Any, max_decoding_length Any, output_time_major Any) : void from class org.texar.modules.decoders.beam_search_decode.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/b5ff61dd4b579d0a2bc4ecc25cc2e250381bbedb,Extract Method,"Location: texar/modules/decoders/beam_search_decode.py
Extract Method	package _get_initial_state(initial_state Any, tiled_initial_state Any, cell Any, batch_size Any, beam_width Any, dtype Any) : void extracted from package beam_search_decode(decoder_or_cell Any, embedding Any, start_tokens Any, end_token Any, beam_width Any, initial_state Any, output_layer Any, length_penalty_weight Any, max_decoding_length Any, output_time_major Any) : void in class org.texar.modules.decoders.beam_search_decode.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/c109f295a23d7ee1b0b6ddd0a04730c144ece462,Add Parameter,"Location: texar/core/layers.py
Add Parameter	mode : Any in method package call(self SequentialLayer, inputs Any, mode Any) : void from class org.texar.core.layers.SequentialLayer",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/c109f295a23d7ee1b0b6ddd0a04730c144ece462,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py
Add Parameter	output_layer : Any in method package __init__(self UnidirectionalRNNEncoder, cell Any, cell_dropout_mode Any, output_layer Any, hparams Any) : void from class org.texar.modules.encoders.rnn_encoders.UnidirectionalRNNEncoder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/c13faf9996622ddb6297aa090ce0157bcbb5cfe3,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py
Add Parameter	flatten_inputs : Any in method package _forward_single_output_layer(inputs Any, output_layer Any, flatten_inputs Any) : void from class org.texar.modules.encoders.rnn_encoders.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/c13faf9996622ddb6297aa090ce0157bcbb5cfe3,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py
Add Parameter	sequence_length : Any in method package _forward_output_layers(inputs Any, output_layer Any, time_major Any, hparams Any, mode Any, sequence_length Any) : void from class org.texar.modules.encoders.rnn_encoders.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/c52371d1de639e99903569b08476409d5f6708e2,Remove Parameter,"Location: texar/core/layers.py
The parameter(s) ""output_keep_prob"" is/are removed from the method ""get_embedding""",PyRef,TP,
https://github.com/asyml/texar/commit/c71b23f40f6e4f2126e61d6dfcf92eb3247bfcba,Add Parameter,"Location: texar/modules/embedders/embedder_utils.py
Add Parameter	mode : Any in method package get_embedding(hparams Any, init_value Any, vocab_size Any, variable_scope Any, mode Any) : void from class org.texar.modules.embedders.embedder_utils.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/c71b23f40f6e4f2126e61d6dfcf92eb3247bfcba,Add Parameter,"Location: texar/modules/embedders/embedders.py
Add Parameter	mode : Any in method package __init__(self WordEmbedder, init_value Any, vocab_size Any, hparams Any, mode Any) : void from class org.texar.modules.embedders.embedders.WordEmbedder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/cc3efe484c2a125199924810086e992530bc5e7c,Rename Method,"Location: examples/seq2seq_exposure/interpolation_helper.py
Rename Method	package sample_by_reward(self InterpolationHelper, time Any, state Any) : void renamed to package _sample_by_reward(self InterpolationHelper, time Any, state Any) : void in class org.examples.seq2seq_exposure.interpolation_helper.InterpolationHelper",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/cd312060d61dc4147b5780829813518dc30846ee,Change/Rename Parameter,"Location: texar/data/data/data_utils.py/_DataSpec
The parameter(s) ""num"" of the method ""set_ith_data_spec"" in the class ""_DataSpec"" is/are changed/renamed to ""total_count""",PyRef,TP,
https://github.com/asyml/texar/commit/ce1e5a875b09b34cb66119a7b2cdf91375cf70d8,Move Method,"Location: texar/modules/encoders/conv_encoders_test.py
Move Method	package test_encode(self SimpleConv1DEncoderTest) : void from class org.texar.modules.encoders.conv_encoders_test.SimpleConv1DEncoderTest to package test_encode(self Conv1DEncoderTest) : void from class org.texar.modules.encoders.conv_encoders_test.Conv1DEncoderTest",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/cfa4f81fec27293afa829f16c4970b9fa932d4f4,Remove Parameter,"Location: texar/modules/encoders/rnn_encoders.py
Remove Parameter	flatten_inputs : Any in method package _forward_single_output_layer(inputs Any, input_size Any, output_layer Any, flatten_inputs Any) : void from class org.texar.modules.encoders.rnn_encoders.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/d20e99508ece5dd4a2805e4b40d9f6a88f44273f,Rename Method,"Location: texar/evals/bleu.py
Rename Method	package bleu(hypotheses Any, references Any, lowercase Any) : void renamed to package corpus_bleu(list_of_references Any, hypotheses Any, lowercase Any) : void in class org.texar.evals.bleu.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/d2659e9e149cc1f89800ad80fd4f8238c97eb3aa,Change/Rename Parameter,"Location: texar/models/tsf/tsf_classifier_att_lm_rec.py/TSFClassifierAttLMRec
The parameter(s) ""rho_lmf"" of the method ""feed_dict"" in the class ""TSFClassifierAttLMRec"" is/are changed/renamed to ""rho_lm""",PyRef,TP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package _common_default_conv_dense_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package _common_default_conv_dense_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_conv1d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_conv1d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_conv2d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_conv2d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_conv3d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_conv3d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_conv2d_transpose_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_conv2d_transpose_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_conv3d_transpose_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_conv3d_transpose_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_dense_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_dense_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_dropout_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_dropout_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_flatten_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_flatten_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_max_pooling1d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_max_pooling1d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_max_pooling2d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_max_pooling2d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_max_pooling3d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_max_pooling3d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_separable_conv2d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_separable_conv2d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_batch_normalization_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_batch_normalization_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_average_pooling1d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_average_pooling1d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_average_pooling2d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_average_pooling2d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package default_average_pooling3d_kwargs() : void from class org.texar.core.layers.PyDummyClass2 to package default_average_pooling3d_kwargs() : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package sinusoid_positional_encoding(inputs Any, reuse Any, min_timescale Any, max_timescale Any, variable_scope Any) : void from class org.texar.core.layers.PyDummyClass2 to package sinusoid_positional_encoding(inputs Any, reuse Any, min_timescale Any, max_timescale Any, variable_scope Any) : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package multihead_attention(queries Any, keys Any, keys_padding Any, causality Any, num_heads Any, num_units Any, dropout_rate Any, scope Any) : void from class org.texar.core.layers.PyDummyClass2 to package multihead_attention(queries Any, keys Any, keys_padding Any, causality Any, num_heads Any, num_units Any, dropout_rate Any, scope Any) : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package layer_normalize(inputs Any, epsilon Any, scope Any, reuse Any) : void from class org.texar.core.layers.PyDummyClass2 to package layer_normalize(inputs Any, epsilon Any, scope Any, reuse Any) : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package split_heads(x Any, num_heads Any) : void from class org.texar.core.layers.PyDummyClass2 to package split_heads(x Any, num_heads Any) : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d2ef1ec7ab42403877887fa756408c52a6504dc3,Move Method,"Location: texar/core/layers.py
Move Method	package combine_heads(x Any) : void from class org.texar.core.layers.PyDummyClass2 to package combine_heads(x Any) : void from class org.texar.core.layers.PyDummyClass3",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/d8a6be44c48df2b420d7cd818c411f029b287645,Add Parameter,"Location: texar/utils/average_recorder.py
Add Parameter	name : Any in method package __init__(self _SingleAverageRecorder, size Any, name Any) : void from class org.texar.utils.average_recorder._SingleAverageRecorder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/d8a6be44c48df2b420d7cd818c411f029b287645,Add Parameter,"Location: texar/utils/average_recorder.py
Add Parameter	weight : Any in method package add(self AverageRecorder, record Any, weight Any) : void from class org.texar.utils.average_recorder.AverageRecorder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/da37438735fd4b845bb0874562bd071865c480bb,Remove Parameter,"Location: texar/modules/encoders/rnn_encoders.py/UnidirectionalRNNEncoder
The parameter(s) ""output_keep_prob"" is/are removed from the method ""__init__"" in the class ""UnidirectionalRNNEncoder""",PyRef,TP,
https://github.com/asyml/texar/commit/da37438735fd4b845bb0874562bd071865c480bb,Remove Parameter,"Location: texar/modules/encoders/rnn_encoders.py/BidirectionalRNNEncoder
The parameter(s) ""output_keep_prob"" is/are removed from the method ""__init__"" in the class ""BidirectionalRNNEncoder""",PyRef,TP,
https://github.com/asyml/texar/commit/da37438735fd4b845bb0874562bd071865c480bb,Remove Parameter,"Location: texar/modules/encoders/rnn_encoders.py/BidirectionalRNNEncoder
The parameter(s) ""output_keep_prob"" is/are removed from the method ""_build"" in the class ""BidirectionalRNNEncoder""",PyRef,TP,
https://github.com/asyml/texar/commit/da98baaf6899c5639e23316f2ae00f60f080d14b,Add Parameter,"Location: texar/models/tsf/tsf_classifier_att_lm_rec.py
Add Parameter	rho_lm : Any in method package train_g_step(self TSFClassifierAttLMRec, sess Any, batch Any, rho_f Any, rho_r Any, rho_lm Any, rho_rec Any, gamma Any) : void from class org.texar.models.tsf.tsf_classifier_att_lm_rec.TSFClassifierAttLMRec Add Parameter	rho_rec : Any in method package train_g_step(self TSFClassifierAttLMRec, sess Any, batch Any, rho_f Any, rho_r Any, rho_lm Any, rho_rec Any, gamma Any) : void from class org.texar.models.tsf.tsf_classifier_att_lm_rec.TSFClassifierAttLMRec
",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/da98baaf6899c5639e23316f2ae00f60f080d14b,Add Parameter,"Location: texar/models/tsf/tsf_classifier_att_lm_rec.py
Add Parameter	rho_lm : Any in method package train_ae_step(self TSFClassifierAttLMRec, sess Any, batch Any, rho_f Any, rho_r Any, rho_lm Any, rho_rec Any, gamma Any) : void from class org.texar.models.tsf.tsf_classifier_att_lm_rec.TSFClassifierAttLMRec Add Parameter	rho_rec : Any in method package train_ae_step(self TSFClassifierAttLMRec, sess Any, batch Any, rho_f Any, rho_r Any, rho_lm Any, rho_rec Any, gamma Any) : void from class org.texar.models.tsf.tsf_classifier_att_lm_rec.TSFClassifierAttLMRec",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/da98baaf6899c5639e23316f2ae00f60f080d14b,Add Parameter,"Location: texar/models/tsf/tsf_classifier_att_lm_rec.py
Add Parameter	rho_lmf : Any in method package feed_dict(self TSFClassifierAttLMRec, batch Any, rho_f Any, rho_r Any, rho_lmf Any, rho_rec Any, gamma Any, is_train Any) : void from class org.texar.models.tsf.tsf_classifier_att_lm_rec.TSFClassifierAttLMRec Add Parameter	rho_rec : Any in method package feed_dict(self TSFClassifierAttLMRec, batch Any, rho_f Any, rho_r Any, rho_lmf Any, rho_rec Any, gamma Any, is_train Any) : void from class org.texar.models.tsf.tsf_classifier_att_lm_rec.TSFClassifierAttLMRec",Python-adapted RMiner,TP,
